combo,spearman,countries,num_countries
"['Maize', 'Beans']",0.22397416374797346,"['Democratic Republic of the Congo', 'Malawi', 'United Republic of Tanzania', 'Zimbabwe']",4
"['Maize', 'Sweet potatoes']",-0.31223086457052956,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Maize', 'Rice (local)']",0.3502026690088934,"['Cameroon', ""Cote d'Ivoire"", 'Democratic Republic of the Congo', 'Ghana', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Rwanda', 'Timor-Leste']",10
"['Maize', 'Cassava (cossette)']",-0.4465180844278121,"['Cameroon', 'Central African Republic', 'Democratic Republic of the Congo']",3
"['Maize', 'Maize flour']",0.2822790599294808,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Maize', 'Salt']",0.24102470593399014,"['Democratic Republic of the Congo', 'Gambia', 'Guinea-Bissau', 'Kyrgyzstan', 'Myanmar', 'Tajikistan']",6
"['Maize', 'Cassava']",0.25300507471752554,"['Democratic Republic of the Congo', 'Gambia', 'Ghana', 'Malawi', 'Rwanda']",5
"['Maize', 'Meat (mutton)']",0.1940476441512889,"['Gambia', 'Kyrgyzstan', 'Rwanda', 'Tajikistan']",4
"['Millet', 'Beans (niebe)']",0.42359917337520475,"['Burkina Faso', 'Niger', 'Nigeria']",3
"['Millet', 'Rice (local)']",0.4232411672621718,"['Chad', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Senegal', 'Zambia']",7
"['Rice', 'Salt']",0.2089345436986101,"['Kyrgyzstan', 'Swaziland', 'Tajikistan', 'Turkey']",4
"['Rice', 'Meat (mutton)']",0.2826631240276782,"['Kyrgyzstan', 'Rwanda', 'Tajikistan', 'Turkey']",4
"['Rice', 'Tea (black)']",0.2514648957107698,"['India', 'Kyrgyzstan', 'Tajikistan']",3
"['Rice', 'Tea (green)']",0.2948046864578995,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Rice', 'Wheat flour (first grade)']",0.19247018500982843,"['Kyrgyzstan', 'Tajikistan', 'Ukraine']",3
"['Beans', 'Cassava flour']",0.5013607661887379,"['Burundi', 'Democratic Republic of the Congo', 'Uganda']",3
"['Cassava flour', 'Sweet potatoes']",0.4103848695851885,"['Burundi', 'Democratic Republic of the Congo', 'Rwanda']",3
"['Cassava flour', 'Rice (local)']",-0.3015029472367387,"['Democratic Republic of the Congo', 'Mozambique', 'Rwanda']",3
"['Cassava flour', 'Maize flour']",0.1706211383691078,"['Democratic Republic of the Congo', 'Rwanda', 'Uganda']",3
"['Sweet potatoes', 'Maize flour']",0.3717627835744661,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Sweet potatoes', 'Cassava']",0.33812030332673326,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Sweet potatoes', 'Potatoes (Irish)']",0.19500563408063987,"['Gambia', 'Philippines', 'Rwanda']",3
"['Rice (local)', 'Cassava']",0.028052194643626238,"['Democratic Republic of the Congo', 'Ghana', 'Rwanda']",3
"['Groundnuts (shelled)', 'Sorghum (white)']",0.28615008298045697,"['Cameroon', 'Nigeria', 'South Sudan']",3
"['Maize flour', 'Bananas']",0.394558237284173,"['Colombia', 'Gambia', 'Rwanda']",3
"['Maize flour', 'Cassava']",0.32094746748985836,"['Democratic Republic of the Congo', 'Gambia', 'Rwanda']",3
"['Garlic', 'Onions (red)']",0.26255244658089966,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Garlic', 'Onions (white)']",0.6080469032204283,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Onions (red)', 'Onions (white)']",0.6863814158917636,"['Colombia', 'Egypt', 'Philippines', 'Rwanda']",4
"['Salt', 'Meat (mutton)']",0.34408265718330105,"['Gambia', 'Kyrgyzstan', 'Tajikistan', 'Turkey']",4
"['Salt', 'Tea (green)']",-0.134402901944558,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Meat (mutton)', 'Tea (green)']",-0.002952146701545283,"['Kyrgyzstan', 'Tajikistan', 'Turkey']",3
"['Potatoes (Irish)', 'Beans (dry)']",0.32555757250875006,"['Gambia', 'Kenya', 'Rwanda']",3
